Kevin,Hysom,50659766191,27011977
Jennifer,Drown,24013148650,07091956
Scott,Fleming,64856200364,03071992
Elizabeth,Rubinson,10818785500,28122012
Clemmie,Gary,06161944715,08081968
Sarah,Miller,73804635865,26022007
John,Rodriguez,28949885328,11071947
Serafina,Petros,58188711349,05011949
Steve,Mills,12974989330,16011971
Dominga,Richardson,68478031936,06111973
Elaine,Doil,33350885659,22041957
Justin,Hamlin,44052171730,19112005
Yolanda,Joeckel,16879395198,08081953
Joshua,Reid,84473547922,10102019
Donald,Ward,15738609565,17092018
Pierre,Baggett,52686827505,19111982
James,Baker,32557656500,05101980
Rachel,Stocker,30617964106,17041996
Elizabeth,Doran,99814271608,04041946
Grant,Hecht,72587357128,09061976
Mozell,Green,93291496183,10081967
Howard,Thomas,13506568523,19052017
Carolyn,Maldonado,93072005133,26051986
Richard,Brooks,61291511520,20011992
Eugenie,Flurry,43637450887,08081962
Michael,Manke,39963025099,04021995
Andrea,Dupuis,60277520924,23101996
Ryan,Amyotte,31718933126,07081999
Jennifer,Hunter,19110175784,27112013
Mary,Wall,15420138603,11101982
Emma,Priesmeyer,59064859108,19031972
Louis,Chabot,02829535235,19101941
Sandra,Robinson,13576263047,05111945
Joseph,Herrera,28173538549,27042013
Alicia,Edmondson,85409776801,25031949
Petra,Rojas,68759402300,01091988
Jacob,Johnson,35879087026,22111977
Janette,Staten,16125407160,24032008
Carlos,Witherspoon,30177244763,17111994
Richard,Balch,05420963400,24021985
Janice,Akers,12197425625,28011998
John,Smith,64051306658,26061969
Daryl,Gray,17746131662,18112013
Lynne,Scholz,28273577716,05011990
Joseph,Elkins,15398917200,08092019
Lara,Burke,61219790974,23011953
Jacqueline,Turner,13404013204,06021989
Kate,Steller,55481497921,19111965
Lawrence,Shelquist,05491447650,13031953
Jay,Peele,15146539316,26031982
Elizabeth,Roberts,75410974387,29052017
Shannon,Bermeo,90337093920,16111968
Debra,Rivera,09259036984,26071995
Stanley,Nicholson,73325612121,11031963
Efren,Phang,63122141760,19041960
James,Kelley,93647192120,10121983
Jorge,Lagrone,77248551708,06122006
Dora,Eisentrout,16558679892,02102009
Lawrence,Ramirez,69364765117,19011994
Karen,Bowser,97724216150,11061956
Robert,Oberg,86183003492,25011988
Briana,Bush,57611347217,11121970
Ramona,Miller,71658393724,07121979
John,Allen,59860537372,26012018
Christopher,Foster,64554055019,20071942
Beth,Flanagan,22396422383,18091961
Terri,Joseph,35058837439,05051942
Sylvia,Wooden,66961097731,13021962
Jennifer,Quackenbush,21532332408,29101947
Julie,Weathers,52766428690,14082006
Kerry,Gallegos,59129172748,24042001
Bryan,Zimmer,33280721288,16052008
Charlotte,Perez,31729437800,12042008
Shawn,Wolf,52551671779,17041983
Cynthia,Hoover,69182947252,29081964
Molly,Tintinger,00693879238,02031973
Richard,Blau,41238449794,02101942
Gene,Luzar,93859624776,06051989
John,Neira,97651327608,16051949
Gloria,Weaver,25688037202,10051953
Paul,Noell,59934680769,09072011
Nina,Egan,83522697391,24051946
James,Cifuentes,31635648874,03022007
Antonio,Merrick,29133457786,04012000
Geraldine,Schiano,30234799684,09101955
George,Baker,23304916202,03021949
Vince,Shalash,83314183100,24111972
Margaret,Jackson,18642969849,25121982
Martha,Teske,73826225848,02022007
Paul,Harwood,01754863604,08111976
Stacy,Gonzales,14828671099,25102014
Blanca,Decker,88106692159,04021946
Mabel,Snook,23316099697,02102009
Edwina,Smith,18153833308,10021995
Mark,Tito,15797232766,08101949
Aida,Leisure,19047966996,11121972
Gertrude,Sauter,86991863203,28012010
Lilly,Spicer,57125709206,13102015
Madlyn,Sellers,92101261499,21122000
Manuela,Merritt,32778205055,26121961
Tanya,Winslow,30528614924,18112003
George,Korth,27285588091,29072018
Aisha,Atkins,51530758858,02021980
Jerrod,Cloutman,14271376507,20041981
Janelle,Stavrositu,64027436903,28121983
Jill,Muina,81397059508,02062005
Shelby,Mode,42437248650,25061975
John,Mcgrath,46935958881,05081996
David,Levesque,97268884095,17081962
Calvin,Davis,67205007321,23062005
Trisha,Jenkin,08148584303,30111990
Michael,Riser,52240904747,28091956
Anthony,Wright,14089891400,08121944
Bernice,Conklin,30898127548,21071980
Pamela,Ramirez,12171003774,06012000
Daniel,Richards,82717521623,02111941
Carolyn,Nageotte,83058668902,19071969
Ramon,Winder,18546697701,27061982
Henry,Ketner,44805691115,29121998
Steven,Leising,67776418404,19091950
Herbert,Spears,24107691608,13081942
William,Robinson,68745117500,14021947
Zachary,Alexander,85133647468,16031986
John,Maynard,26404886359,11061963
David,Wilson,63834875589,25081980
Wayne,Bartoszek,63204892603,27121972
Janet,Wheeler,31603571396,27112006
Richard,Mashack,61018529896,06101967
Joann,Knapp,97618101353,15031973
Rebecca,Thompson,96674728500,11102003
Glenn,Hutchinson,61682648095,26091990
Stephanie,Lairy,40728861658,21051960
Harold,Steir,63800847973,29121980
Bertha,Bergman,96712184231,11062009
Louis,Epstein,33974085556,18031942
Nancy,Meeks,58568432743,23111950
Jerica,Gobel,09221231011,15091941
Robert,Durie,07436859463,29091943
Anna,Knight,08982747702,03071984
James,Willimas,02850036234,08092004
Leslie,Chiu,22281058999,14101981
Gary,Jones,28629582634,13121949
Ashley,Berringer,73209658013,10052011
Manuela,Volz,75873364435,14121951
Jill,Miller,16119259163,14041952
Marlene,Ortiz,06422752466,18072019
Vera,Hernandez,79625729909,11112006
Bonnie,Bierman,79298341407,24011956
Vicki,Kiner,64506226526,09042008
Tiffany,Alanis,55676304090,20051991
David,Soria,48650708692,21052009
Larry,Rivers,72277531235,22061941
Janice,Lay,26668651429,14081967
Suzanne,Dickow,17170998823,25111956
Curtis,Casas,17478799248,04121958
Karol,Knight,03998637370,01031956
Kevin,Ramos,04234609609,01071997
Mildred,Greenwood,05566462740,29071948
Edward,Cohen,82939678979,25021976
James,Clarke,72600366482,17041953
Julie,Sauer,67978374050,06081947
Molly,Tabisula,29725666534,03041998
Crystal,Bennett,44761970197,04041954
Paul,Aldrich,56782649403,23072006
Sarah,Bryant,90733687075,01012009
Yvonne,Stallings,04192752409,27082014
Gary,Henry,57516701599,25081963
John,Roseberry,76783990575,10092011
Shaunda,Strauss,76944033739,04042010
Thomas,Kennon,66560050980,16051970
Mae,Lee,82686510757,24101990
Gary,Mata,09030545313,04101964
Eugene,Wells,94514067270,12081954
Michelle,Eisenhauer,75553179157,08071997
Paul,Keirnan,16792061255,27041966
Adam,Paul,58944956952,27111959
Sarah,Dauzat,73405879000,25031959
Dennis,Nelson,33862243265,14092005
Anita,Milburn,90944227783,03062008
Micheal,Allen,19180364039,14042007
Michele,Gibson,66409815808,28071943
Brenda,Evans,52289923591,27092017
Thomas,Gomez,08578515781,02111992
Latoya,Kelly,86990211865,30111950
Kevin,Murry,78166979292,06061970
Henry,Similien,72456956362,02052012
Julio,Murrell,36320226668,13081978
Austin,Hambrick,51364061945,31071999
Rafael,Griggs,75002695280,19092016
Charles,Olson,83768005402,01061973
Charles,Grubbs,51573371165,04081992
Mildred,Anderson,95025437776,09091968
Ofelia,Cordova,82386319989,01082015
Vincent,White,33557594491,28111942
Robert,Richmond,56100453983,11011952
Eleanor,Haase,38420387398,07092008
Lyle,Suiter,57486744910,26101975
Neil,Shams,47329989924,02051969
Mary,Marcotte,03094405053,19111968
David,Burnham,66787454856,04081975
Iris,Rynders,17724607532,19112007
Gregory,Murray,99076142971,23081950
Salvatore,Arnold,25614412379,13121985
Ernesto,Rivera,16124073234,13121972
Alberta,Hoppes,53194911406,24062011
Mary,Moss,08292108734,04091968
Jane,Yanchik,99827962248,06072003
Ronny,Howard,71127383850,08031945
Janice,Koch,95402638322,25061965
Christopher,Swain,10689025661,06121987
Frances,Anthony,75909278991,05101950
Tony,Bryan,48945638431,31081946
Susie,Spachtholz,51161941916,22031950
John,Hilson,74485409716,25051990
Jacqueline,Vavra,26255556107,10011997
Sheila,Robinson,26534550997,17091950
Janet,Dugat,74603126573,27111980
Peter,Thompson,37714137029,15052011
Michael,Mcdowell,30080006302,04011949
Lisa,Osborne,54233677430,20101991
Vicente,Dandrea,17055983070,20031967
Patricia,Blake,96278717700,25081941
Alex,Anderson,02670918425,10061999
Charles,Steir,91173857257,01102005
Maranda,Donahue,86119852654,01081962
William,Mcaleer,02352491495,07101991
Robert,Perez,77938421111,20121969
Jose,Ramsey,14151642749,23051985
Carol,Olson,45146209391,18021958
Ryan,Regalado,32634266138,22101940
Virginia,Cheng,18617900237,24101941
Robyn,Green,18063526724,15081947
Julio,Kress,95004642095,01122005
Gregory,Horton,32251566988,13011963
Jessica,Clements,77966966399,19091975
Travis,Watson,24272149300,04011998
Nicholas,Johns,63066304221,10031959
Thomas,Silvera,49246319494,21092004
Jeffrey,Emerald,13892679541,29122000
Nicholas,Janczewski,54386209204,30041975
Michael,Holmes,41804220507,15021990
Lucy,Hoffman,36245871026,11011974
Barbara,Erhart,50476061202,11081956
Roger,Pacheco,82400671311,03111958
Joan,Baylock,56800683973,24081959
Patsy,Keaton,33605009034,21101965
Patricia,Pilcher,05535030651,19011944
Deborah,Todd,93808240415,24081957
Mathew,Harshbarger,67399049793,15021988
Rosalyn,Nixon,71805532472,28101988
Richard,Leong,13227160722,06121980
James,Botello,35243760960,04081979
Emmett,Pander,47027026708,08062006
William,Gilley,62288445807,11061961
Julia,Sanchez,79633893402,01032018
Mary,Attaway,48954058264,03081982
Geneva,Hill,90888179871,10091972
Judith,Winston,28486643635,19071940
Rodney,Olewine,71898228019,19101959
Grace,Mitchell,80502593903,07032013
Jordan,Johnson,02432732316,11091940
Alfred,Santana,04882168189,15032016
Lloyd,Allen,71297708210,06012004
Daniel,Bemrose,46352525580,28032002
Dorothy,Collins,54592215109,06081975
Kevin,Whitworth,78767153208,27072003
Claude,Harrison,91724096737,26112001
Jan,Cook,67320604302,04041978
Christina,George,21509263500,06041950
Jessica,Lawson,82236312458,17031955
William,Arellano,67668193081,06121997
Howard,Douglass,78263442044,28041991
Richard,Mikesell,37053431908,18101953
Sharell,Nagel,98939370198,11051981
Robert,Millard,74372906269,26121992
Mollie,Dietzler,91264333544,08031944
Don,Hassell,23272284842,04101998
Carmen,Nemec,39606382567,16061966
Alexander,Nesmith,71959958011,17061941
Michael,Brown,23082122094,01101961
Myron,Padilla,59698835148,29041958
Mary,Roberts,88282722367,23112005
Mark,Jefferson,52969979802,30091971
Carolyn,Hudson,29407572080,06121994
Jennifer,White,82394463023,25121994
Scott,Ellis,88697652103,04061966
Cynthia,Powell,16167458510,25081974
Laura,Yarbrough,00426445775,03011971
Leo,Wiese,84029728618,17122007
Mary,Loh,16785729424,15071984
Joaquin,Lowder,04085352962,15042002
Thomas,Riggle,71167028066,19121994
Fern,Knight,36128762280,13091944
Laura,Guzman,62492897044,28082004
Marilyn,Miller,01564608581,02041949
Tracy,Salas,45545708006,24041943
Elizabeth,Huttar,40011728361,24051953
Vanessa,Bates,30340583223,08062018
Bradley,Bryant,33127896131,06061976
Laurine,Ernesto,07555733153,19081957
Elizabeth,Cameron,83034841680,07011956
Jose,Schmid,76879176267,17071971
Carol,Huskey,23170507630,08022010
Annie,Miller,71421043335,29031950
Claude,Worley,56285512108,23051981
Bernadette,Alvarado,74652988818,15051949
Martha,Figg,56455336909,24121993
Neil,Coons,52020550806,17021967
Brian,West,69045190702,08122008
Anthony,Riera,56333113379,06011962
Marjorie,Richards,21494375206,15091986
Gloria,Wickus,21007630329,24011985
Emilio,Bogue,62426427191,30011948
Veronica,Elton,07722639305,20072010
Michael,Cannon,79957888943,12091990
Sara,Griffeth,28896588480,13081946
Anthony,Martinez,79821883702,11021942
Drew,Bethell,33588176101,30071975
Dianne,Morell,04101292329,27022015
Kimberly,Johnson,99802067130,03111968
Annie,Mooney,73077956047,07091972
James,Richner,18991956378,05091978
Justin,Matchett,44482963003,13031975
Virginia,Schrag,65007586412,21061958
Roy,Hoose,40924560851,24101958
Maria,Ryan,12112482165,20041987
Brett,Coleman,04638233201,11022007
Edith,Cheng,13038568325,25011965
Jay,Knupp,86171663204,12102008
Sean,Behan,77824040534,26121944
Ann,Reeb,65807742079,23061951
Tim,Garing,25839781878,16072019
Phyllis,Byrd,51193747945,19111942
Joe,Juba,19678159503,16071972
Marcos,Neal,99042637366,10031977
Adrienne,Campbell,12650579404,03081968
James,Stromberg,48246792733,07032009
John,Baker,62629182053,29121964
Mark,Hage,35975139643,19021967
Margaret,Dillinger,51907337938,06101955
Doris,Miles,37854702233,27071997
Antonio,Luther,44319949048,15121988
Pete,Johnson,53980494020,22011976
James,Schneider,24337199683,25111968
Raymond,Machuca,86588312644,29091964
Steven,Griffin,93144642703,04071972
Terry,Schmidt,96746378349,30101994
Vida,Adame,93524804578,21111986
Roxana,Linke,32867848857,16122016
John,Homer,56294655030,14032007
Dorothy,Moore,61013269420,24111967
George,Moore,04073842781,15021961
Adrian,Mason,31893118118,14031994
Yong,Roberts,18466715070,26081960
Elda,Terrance,49119957505,15022013
Hilda,Freeman,20604467753,13052015
Albert,Gans,02164539338,14102014
Frances,Lee,08137966609,12061975
Paul,Moxley,28466994378,24122005
Rufus,Rogers,84360513356,07111948
Mary,Oswald,61852569409,17031963
Mike,Sequra,75489682566,29071980
Gary,Smith,44464631525,01061986
Whitney,Young,10961816228,30012012
Gerald,Gregor,84594961983,08081941
Eva,Estelle,41985943689,09051996
Sandra,Poynter,41392456460,07122016
William,Clark,06530666605,24032008
Richard,Fretwell,56202836318,10051958
James,Worthington,69928692211,18012017
Marissa,King,62718200260,10051960
Steven,Burchett,79065140689,16031951
Rachel,Hallford,81290605319,27111983
Christopher,Christian,74336950288,20111991
Jared,Gerdes,93727054891,02032016
David,Beck,29331583109,02031990
Vickie,Garner,77563542817,29111995
Kevin,Dotson,52933006952,06052001
Kenneth,Pool,62232368246,07091966
Shanae,Dominguez,70651817404,01071984
Arthur,Wideman,56833094500,26101965
James,Rupp,62496459343,12091998
Duane,Blamer,37176307415,28041952
Buffy,Thomas,09182729719,08061948
Richard,Adams,72515053980,20101983
Peggy,Allen,00335250564,29062004
John,Bennett,79290415304,25041996
Harley,Tichenor,82671374836,25091954
Kerri,Benson,27032148395,26042015
Leonard,Peart,60349688443,12051970
Sherwood,Normand,18912602780,12091943
Justin,Stanfill,44109399980,18101946
David,Markham,43430307252,02081973
Jesse,Blair,58042471157,11092002
Henry,Schroeder,61267475420,14011973
Ashley,Berry,19342235654,23092009
Thomas,Mcknight,97993025281,26091989
Suzy,Heinrich,78728657268,09041970
Ron,Ray,61999320646,11031954
Nicole,Winegarden,53883249408,03102009
Michael,Sayer,34563553786,13052011
Christopher,Cook,49383165871,22082002
Nathan,Likens,41193758033,27071965
Mildred,Mccann,28908892893,02061974
Mary,Smith,91457623684,20061966
Patricia,Hatch,11292262630,16071991
Elizabeth,Allen,47755186075,08071960
Tracie,Trites,93452707792,25091975
Wm,Porter,81237831598,27021991
Marie,Reynolds,26869312648,25031959
Charles,Leal,91622625641,27051958
Carl,Leader,27281467800,11091997
Mary,Aragon,96016949604,06032008
Silvia,Ansley,79351460398,03091976
Kimberly,Odell,49565702600,07051996
Robert,Whitling,13670064656,08111977
Larry,Walker,98151449365,15121951
Deborah,Goolsby,68544772986,22101953
Edwin,Franklin,86649418668,18122014
Manuel,Lampl,82002715440,10022005
Fannie,Diaz,05960464217,10051961
Tammy,Cooper,89208035441,06011947
Brian,Harrell,27772549075,22121976
Jerry,Klein,72186101882,24061979
Tammy,Kobayashi,79769336041,02112002
Jack,Bryan,43224281260,14062012
Cassie,Tate,04161285485,21011973
Ezequiel,Ramirez,76120691723,22011948
Cleo,Calabrese,50178473081,14041968
Roy,Mcfarland,31747746088,02041941
Monica,Ashford,84410850130,22041973
Adrienne,Moscowitz,98700107921,25071965
Carl,Buzard,51845776887,22022001
Michael,Lesinski,26068412393,02012003
Mary,Wyndham,20385194803,08072013
Nina,Espinoza,92144144834,12012004
Susan,Fillers,61098689496,18021944
Richard,Pearson,60520083342,09102002
Thomas,Mason,88196036167,03041977
Theodore,Peeples,39013443141,05051996
Adele,Bradley,93764569042,20042004
Werner,Durbin,81637602731,10122002
Rochelle,Huggins,50210095911,18011946
Elaine,Layfield,14992464807,05082015
Joanie,Sheridan,79301708370,26052007
Wayne,Taylor,26883642277,11111982
Kristen,Jackson,05858538355,13071964
James,Wood,96137268535,20042009
Mary,Hogue,83247458581,22111950
Christina,Fain,01222418002,03112001
Consuelo,Mau,51866165593,13101976
Jaunita,Reid,40468854916,03101955
Gregory,Holmes,14451869188,09112015
Amber,Freitas,68308884172,13101944
Juan,Cook,09878438260,25021998
Genevieve,Wallis,88299943752,18082009
Martin,Snyder,46059568084,14062001
Sonia,Mclaughlin,12568420103,24052018
Chad,Johnson,60821096516,20122017
Erick,Williams,69579666903,03122013
Robt,Swamp,45397999830,30091974
Cathy,Haid,05481896761,14031974
Emilie,Bremer,68816958618,15011980
Delores,Gary,86628284506,09121965
Lilian,Miele,93411063033,19022016
Celia,Bertrand,60994402082,07051941
Terry,Decaire,53923039948,16051972
Odell,Cheng,95930984700,03071996
Jeremy,Merrill,12069876934,12051950
Judy,Tarnowski,39239460233,15012000
Charles,Buffington,04914652544,15111995
David,Regan,54896818610,11021974
Cathleen,Jacobs,66961135250,07121944
Carolyn,Turner,27652894840,19101967
Douglas,Cook,17006687063,02021991
Lora,Smith,35454821039,24041949
Rebecca,Garson,55667112191,08091970
Cecille,Connor,53812743000,05021970
Frank,Russell,79964738706,04051971
Antonio,Miller,11631887947,07102003
Stephen,Gross,68143257800,20121957
Miranda,Atkins,25311838256,15042008
Glen,Jordan,24337585800,30061946
Hector,Matlock,48235279410,12021953
Virginia,Bailey,32737730651,05071942
Lisa,Carpenter,19431045222,08051953
Karin,Young,99892521145,25031967
Theodore,Goins,54914371405,26041969
Jo,Ward,39708442313,23091992
Clarence,Uutela,60190434872,23071959
Richard,Reiss,94793249701,29122009
Michael,Livingston,74565888483,22082006
Thomas,Vance,37282959900,20101982
Charles,Davidson,10521509424,26122017
Tamara,Gilbert,70450773787,02011994
Judith,Tizon,15439913190,29021956
Bryan,Pacheco,73331946982,01061946
Garry,Bosworth,20746280050,30122001
Tommy,Smith,25550143305,21011995
Amanda,Googe,97424717200,15031993
Mary,Jackson,06816072383,17061964
Carmen,Mack,64075922243,17111976
Darlene,Meyer,44592245938,10081984
Lauren,Moreno,67879904646,27011989
Lavonne,Fuentes,19507383530,03021997
Genevieve,Farrer,41312517956,21091968
Pamela,Knoy,72255403943,27112001
Monique,Ollis,81499960441,03072016
Henry,Smith,29869200559,22111956
Lelah,Berenguer,17562821534,14071948
Susan,Harless,24350626301,11041989
Daniel,Arabian,99676244856,07121976
Carrie,Lamb,82696423393,29011963
Gina,Hatcher,09663830280,13031963
Billy,Anderson,80919879519,28101961
Rosella,Stevens,76969127125,08071947
Carmen,Tristan,65829896850,22041969
Charles,Palmer,75586870800,02071960
Jamie,Grant,53481437900,08032009
William,Arbogast,12819424996,19102012
Samantha,Rogerson,39925552591,14051988
Corinne,Morris,32011298520,21052019
Donald,Bjork,54359084692,15031956
Donna,Borysewicz,26972736978,25012005
Sean,Davis,19870615007,06101976
Silva,Graham,63121343262,26091959
Laura,Ferris,25227357218,22041984
Frances,Mick,16681759165,21072013
Gary,Godines,57591402307,11071958
Donald,Switzer,27154755784,30082018
Katie,Brown,55673545177,16031944
Colleen,Tenaglia,47527428961,25101947
Carlos,Harriss,87301593341,11061944
Norman,Elliott,25952881300,26011972
Julie,Hill,95694041674,17021943
George,Rena,95023052214,29091954
John,Scott,61299216919,28111957
Lester,Garrison,91320791760,24021966
Kay,Runnels,35071565471,30111997
Jeffrey,Loock,30615573770,14052017
Evelyn,Tapia,68557459629,21101978
Patricia,Maisch,99804405970,20112014
Erika,Reed,15386690302,25011953
Harold,Johnston,41023218020,30101953
Michael,Webber,24118650584,10031994
Pat,Paulding,16524110030,04062008
Nancy,Jacobs,69783993968,11021948
Christopher,Herman,35862122087,14092005
Roslyn,Olsen,17561335733,08062019
Eric,Bence,74908868727,24052004
Larry,Bertoni,65947509687,20011970
Chris,Eligio,64216243673,24112002
Maria,Campbell,73280613167,09091964
Dustin,Miller,94440960766,24091961
Warren,Gonzalez,09063985509,27031997
Cheryl,Smith,77183697061,10011954
Walter,Walker,85771313351,08102007
Holly,Lee,70572070934,26071981
Quincy,Fredricks,69583436461,20122013
Barbara,Beaty,30628323476,08021942
Elizabeth,Martin,71743290390,11071958
James,Marine,19205524131,25111994
Ruthie,Hamilton,92787549861,27112011
Jeffrey,Brunner,31511163887,15111956
Roberto,Daugherty,73328298355,22061946
Elizabeth,Miller,44272092383,09021956
Amanda,Harrison,63892257922,07011974
Jewel,Savage,27070056141,13011950
Sandra,Harris,36708906880,01041947
Paul,Hubner,90825112400,26071974
Rodney,Bouy,88999275612,21122016
Lisa,Eldridge,05139820196,06091997
Harrison,Windom,42660483272,18071953
Ashley,Greer,67519769925,09121942
Rosalie,Cavazos,98190220373,01051942
Rachel,Yon,09252949348,23111995
David,Fuss,78087447786,27021969
Bernardo,Moore,40398265828,18091959
Royal,Pennington,80224218557,07101975
Timothy,Dobbs,05613374112,16012009
Jerry,Padilla,30018000207,18102006
Lisa,Armitage,96220117301,17041957
Orlando,Miller,50379146800,16051975
Micheal,Hall,58864013342,20012017
Carey,Drum,26784466462,16122012
Dorothy,Packard,71574628933,02101963
Violet,Farrington,59011915100,02021943
Travis,Nocera,28461558103,10041975
Walter,Miller,88281118369,06101959
Javier,Diaz,25607263940,05052011
Alfonso,May,90995511268,05032002
Barry,Henderson,01913533450,13041967
Alan,Franks,09785542564,21062016
Charles,Walden,56613433454,13031988
Adrian,Gentle,18944500940,08052014
Allison,Mezick,59127357104,25052008
Gemma,Tirabassi,05964638201,18021989
Aida,Soto,45071369117,19011950
Eve,Heller,44723579176,27091985
John,Hams,78060612662,07111948
Marilyn,Gassaway,53915505307,09081970
Rosalva,Stroot,44878944099,03071977
Simon,Armstrong,67925676809,14081967
Jody,Jantzen,78367186460,13121977
Robert,Brown,73516256974,07091984
Lucy,Fekete,44013286394,16091961
Penny,Hill,33317602422,12021969
Timothy,Cox,75875697156,02121985
Florence,Sorensen,64257597801,17102007
Keith,Mcmanus,25259587642,18091960
Shirley,Fields,06482958184,02102001
Parker,Carter,98603633746,27051986
Victor,Davis,05448105700,04072010
Joyce,Diaz,53597535526,04081983
Victor,Leong,52179365764,27081984
Sarah,Wagner,00554374358,08121960
Susan,Moore,61607202956,17011969
Shirley,Young,94044849463,07032004
Francisco,Foust,16633796455,10091976
Eunice,Farley,67380803018,26101982
Dorothy,Mayoras,05978683603,04061987
Pansy,Melton,50443504350,27101953
Charles,Wilson,04383910807,04112015
Brian,Martin,27732208706,10052000
Albert,Hesseltine,98857814556,29102015
Helen,Cornelius,36362786734,07121967
Clay,Smith,64055972709,24081983
Sarah,Ortega,92961133505,25101996
Scott,Cordova,11612827187,25041952
Freddy,Martin,17424510800,29101964
Zane,Graves,11029068917,23091941
Marie,Hensley,04325008551,21091975
Megan,Johnson,83548939872,11062016
Angela,Ramirez,47178085177,18081955
Alan,Owen,04530597245,06061997
Michael,Rush,29221184951,06122019
Trinidad,Hileman,32523520877,04111952
Annmarie,Stringfellow,38385572120,10092016
Will,Cummings,87923646910,07021983
Oscar,Reed,61145850898,07072015
Robert,Friedt,96339758169,05122015
Anthony,Walker,53900973270,05072005
Norbert,Skinner,70132951673,11041955
Clint,Wen,93047084009,15061984
Randy,Anderson,87941898381,15051989
Flora,Keplin,94314888768,20101950
John,Brown,13834924849,23031967
Ruth,Ng,34708227949,11122011
Joseph,Patel,15196156046,12021997
Charles,Garcia,98460161668,11052011
David,Choi,34180694956,14071972
Roland,Medina,65805906023,10101983
Eric,Coffey,47949034300,09112011
John,Osborne,11778296300,17091970
Kristine,Rosenbaum,29403960604,31082004
Francis,Browning,80144779366,02031959
James,Berg,48672841220,17012005
Deena,Christensen,11010868233,31032011
Beverly,Fryer,70674566149,20071971
Alice,Bermudez,18604260188,14061995
Chad,Staton,65130236610,25022015
Donald,Cavaliero,67190373900,21082006
Devora,Bernstein,78258455958,17111973
Lloyd,Humphries,28767994725,22081981
Mickey,Graves,11299489869,09121983
Nathan,Espericueta,59925350042,23071997
Eva,Smith,82247765220,18061977
Adam,Sundermeyer,61839731303,14011971
Jose,Irizarry,91227180365,23101971
Peter,Montz,06011657648,04021963
Parker,Collins,01348894369,11101962
Sandra,Conger,05209870553,11022001
Kathi,Fox,87314057621,07051961
Kristine,Cummings,17442595421,08012003
Vicki,Rosenbaum,62842965337,01072001
Brandee,Abshire,84123370772,14061945
Terry,Menard,50591472589,18021963
Carlos,Herring,87858602047,04052018
Debbie,Suttee,91056758473,09022010
Milton,Windham,02762255201,30101982
Anthony,Turner,01742400159,10021953
Bradley,Keenan,50745174434,31101972
Jeffrey,Champion,00245703209,14031962
Linda,Perry,35223673166,06101980
Tomeka,Leidall,70471505951,26071946
John,Guzman,62859056815,05021980
Shirley,Ruiz,09241774460,22032017
James,Connell,68993587515,24091958
Eunice,Britt,78775708728,12041954
Nettie,Lockhart,55515526910,31012006
Ryan,Tee,67080236010,16051980
Alice,Slawson,41563900475,01021980
Glenn,Riley,05316636040,03032009
John,Ward,86561720776,22011969
Myra,Burks,88585052635,19111961
Stuart,Powell,79480244764,02072008
Jose,Marley,04693268321,29111984
Patrick,Nunez,73398823408,28041994
Sam,Gaines,86907080494,04011992
Joe,Howe,57446828480,04042015
